transaction_id,customer_id,amount,status,event_date,last_login
2518,1142,49.99 USD,Success,2023-09-05,2023-03-18
2519,1481,49.99 USD,Success,2023-11-27,2023-02-23
2520,1105,€18.50,Success,2023-07-17,2023-10-04
2521,1374,$49.99,Success,2023-01-01,2023-04-21
2522,1427,$49.99,Refunded,2023-07-09,2023-08-12
2523,1304,49.99 USD,Failed,2023-10-21,2023-03-16
2524,1359,$19.99,Success,2023-02-14,2023-01-14
2525,1458,€18.50,Success,2023-12-03,2023-09-15
2526,1316,49.99 USD,Refunded,2023-02-01,
2527,1450,19.99 USD,Success,2023-04-28,2023-12-30
2528,1122,€18.50,Failed,2023-10-23,2023-08-27
2529,1389,$49.99,Success,2023-07-03,
2530,1008,49.99 USD,Success,2023-07-10,2023-10-31
2531,1261,€18.50,Success,2023-08-23,2023-04-01
2532,1072,19.99 USD,Success,2023-08-26,2023-07-03
2533,1358,,Success,2023-08-04,2023-01-17
2534,1222,$19.99,Success,2023-03-15,2023-01-12
2535,1415,19.99 USD,Success,2023-04-21,2023-06-15
2536,1040,49.99 USD,Refunded,2023-04-13,2023-05-26
2537,1369,$19.99,Success,2023-12-25,2023-10-09
2538,1203,19.99 USD,Refunded,2023-03-15,2023-02-06
2539,1263,$19.99,Success,2023-09-09,2023-03-11
2540,1327,$19.99,Refunded,2023-04-24,2023-06-18
2541,1177,19.99 USD,Failed,2023-11-09,2023-12-01
2542,1347,19.99 USD,Success,2023-11-26,2023-06-19
2543,1317,$19.99,Failed,2023-12-05,2023-09-10
2544,1083,$49.99,Failed,2023-08-26,2023-12-12
2545,1317,19.99 USD,Success,2023-06-22,2023-10-24
2546,1110,49.99 USD,Success,2023-03-20,2023-05-22
2547,1250,,Failed,2023-04-03,2023-09-30
2548,1382,€18.50,Success,2023-02-19,
2549,1006,$19.99,Success,2023-10-12,2023-07-02
2550,1458,$19.99,Success,2023-08-11,2023-08-09
2551,1083,€18.50,Success,2023-03-22,2023-02-22
2552,1207,$49.99,Refunded,2023-09-23,
2553,1387,€18.50,Success,2023-06-04,2023-12-31
2554,1389,19.99 USD,Failed,2023-08-21,2023-06-08
2555,1313,€18.50,Failed,2023-11-12,2023-05-16
2556,1021,$19.99,Refunded,2023-08-24,2023-03-18
2557,1409,€18.50,Refunded,2023-06-08,2023-12-02
2558,1382,€18.50,Failed,2023-11-12,2023-02-14
2559,1002,49.99 USD,Success,2023-09-08,
2560,1126,19.99 USD,Success,2023-11-10,2023-12-21
2561,1296,€18.50,Refunded,2023-10-28,2023-07-24
2562,1187,$19.99,Refunded,2023-10-09,2023-11-20
2563,1361,49.99 USD,Refunded,2023-04-12,2023-03-24
2564,1013,19.99 USD,Success,2023-02-20,2023-02-19
2565,1458,$19.99,Success,2023-02-21,2023-10-08
2566,1465,$49.99,Success,2023-07-28,2023-06-15
2567,1011,,Success,2023-11-03,2023-08-31
2568,1086,$49.99,Success,2023-05-11,2023-06-13
2569,1011,€18.50,Success,2023-09-27,2023-11-20
2570,1396,€18.50,Failed,2023-07-24,2023-02-25
2571,1024,19.99 USD,Refunded,2023-08-07,2023-02-08
2572,1300,€18.50,Failed,2023-09-14,
2573,1242,€18.50,Success,2023-07-04,2023-05-08
2574,1121,€18.50,Success,2023-05-25,2023-05-02
2575,1146,€18.50,Refunded,2023-06-27,2023-09-04
2576,1054,49.99 USD,Success,2023-01-14,2023-07-05
2577,1237,$19.99,Failed,2023-09-03,2023-07-27
2578,1355,19.99 USD,Success,2023-07-06,2023-11-11
2579,1172,€18.50,Success,2023-12-03,2023-10-31
2580,1391,€18.50,Success,2023-09-16,2023-08-27
2581,1220,$49.99,Success,2023-12-20,2023-08-03
2582,1118,€18.50,Failed,2023-02-09,
2583,1308,€18.50,Success,2023-03-30,
2584,1182,€18.50,Success,2023-05-05,2023-03-29
2585,1287,€18.50,Failed,2023-12-17,2023-01-25
2586,1306,$49.99,Refunded,2023-01-09,2023-08-08
2587,1299,$19.99,Failed,2023-12-16,
2588,1081,49.99 USD,Failed,2023-03-25,2023-05-15
2589,1453,19.99 USD,Refunded,2023-01-21,2023-08-21
2590,1401,$19.99,Failed,2023-10-08,2023-03-07
2591,1210,€18.50,Refunded,2023-12-24,2023-03-21
2592,1149,49.99 USD,Refunded,2023-06-21,2023-09-12
2593,1036,49.99 USD,Refunded,2023-01-25,2023-05-05
2594,1351,49.99 USD,Success,2023-04-13,2023-05-26
2595,1311,€18.50,Success,2023-07-09,2023-04-13
2596,1360,19.99 USD,Success,2023-08-24,
2597,1058,€18.50,Refunded,2023-11-09,2023-05-04
2598,1130,,Success,2023-02-06,2023-09-24
2599,1411,49.99 USD,Success,2023-09-29,2023-10-05
2600,1201,€18.50,Refunded,2023-10-20,2023-04-21
2601,1242,19.99 USD,Success,2023-11-28,2023-11-09
2602,1034,19.99 USD,Success,2023-06-01,2023-03-30
2603,1444,$49.99,Success,2023-10-09,2023-06-07
2604,1092,$49.99,Success,2023-01-20,2023-08-04
2605,1437,$19.99,Refunded,2023-05-17,2023-10-28
2606,1446,19.99 USD,Success,2023-12-25,2023-02-05
2607,1206,19.99 USD,Success,2023-01-29,2023-03-28
2608,1352,19.99 USD,Success,2023-01-31,2023-04-28
2609,1390,$49.99,Refunded,2023-01-19,2023-11-24
2610,1331,49.99 USD,Success,2023-05-28,2023-07-01
2611,1304,49.99 USD,Success,2023-10-10,2023-03-09
2612,1349,€18.50,Refunded,2023-12-16,2023-12-25
2613,1212,49.99 USD,Refunded,2023-12-07,2023-06-08
2614,1158,€18.50,Refunded,2023-10-27,2023-10-12
2615,1441,$49.99,Success,2023-06-12,2023-06-13
2616,1444,19.99 USD,Success,2023-04-23,2023-12-27
2617,1023,49.99 USD,Success,2023-05-30,2023-03-14
2618,1403,$49.99,Failed,2023-11-26,2023-04-29
2619,1292,49.99 USD,Success,2023-09-12,2023-12-07
2620,1003,$19.99,Refunded,2023-03-28,2023-07-14
2621,1219,19.99 USD,Refunded,2023-12-16,2023-03-30
2622,1363,$19.99,Success,2023-04-08,2023-12-11
2623,1381,19.99 USD,Refunded,2023-05-12,
2624,1019,$49.99,Refunded,2023-11-08,2023-08-09
2625,1443,€18.50,Success,2023-04-07,2023-05-19
2626,1151,49.99 USD,Refunded,2023-04-08,2023-08-29
2627,1049,49.99 USD,Failed,2023-10-17,2023-06-03
2628,1176,€18.50,Success,2023-12-22,2023-02-22
2629,1434,$19.99,Success,2023-08-15,2023-05-22
2630,1095,49.99 USD,Success,2023-05-25,2023-11-16
2631,1104,$49.99,Success,2023-06-05,2023-01-31
2632,1419,€18.50,Success,2023-09-27,2023-08-11
2633,1249,$49.99,Success,2023-06-11,2023-10-19
2634,1116,$19.99,Success,2023-04-22,2023-09-23
2635,1353,€18.50,Success,2023-11-27,
2636,1227,49.99 USD,Failed,2023-07-04,2023-10-03
2637,1065,$49.99,Success,2023-07-24,2023-02-13
2638,1334,,Success,2023-04-07,2023-03-03
2639,1417,€18.50,Failed,2023-02-24,2023-07-20
2640,1419,$49.99,Success,2023-04-27,2023-12-01
2641,1261,€18.50,Success,2023-04-03,2023-01-09
2642,1294,49.99 USD,Success,2023-10-20,2023-03-12
2643,1425,19.99 USD,Success,2023-07-23,2023-03-31
2644,1242,€18.50,Refunded,2023-10-09,2023-01-24
2645,1370,€18.50,Success,2023-07-08,2023-05-20
2646,1185,19.99 USD,Success,2023-11-19,2023-11-12
2647,1245,€18.50,Success,2023-03-25,2023-12-06
2648,1124,49.99 USD,Failed,2023-06-29,2023-03-19
2649,1267,$49.99,Failed,2023-10-01,2023-08-02
2650,1130,19.99 USD,Refunded,2023-06-30,2023-01-16
2651,1236,$19.99,Success,2023-06-30,2023-01-29
2652,1017,€18.50,Success,2023-10-10,2023-10-18
2653,1039,€18.50,Success,2023-10-14,2023-02-12
2654,1020,19.99 USD,Success,2023-04-16,2023-12-18
2655,1398,€18.50,Failed,2023-05-09,2023-02-22
2656,1224,€18.50,Success,2023-09-19,2023-10-03
2657,1354,€18.50,Refunded,2023-01-11,
2658,1281,19.99 USD,Failed,2023-06-11,2023-07-31
2659,1007,€18.50,Success,2023-06-30,2023-01-08
2660,1099,$19.99,Failed,2023-08-01,2023-05-02
2661,1239,19.99 USD,Success,2023-10-01,2023-02-11
2662,1477,$49.99,Success,2023-01-21,2023-11-29
2663,1086,49.99 USD,Failed,2023-10-02,2023-08-21
2664,1297,19.99 USD,Refunded,2023-09-17,2023-03-11
2665,1427,€18.50,Success,2023-11-29,2023-01-16
2666,1013,49.99 USD,Success,2023-04-26,2023-03-10
2667,1333,19.99 USD,Success,2023-01-25,2023-02-22
2668,1001,$19.99,Failed,2023-11-29,2023-06-22
2669,1374,,Success,2023-09-11,2023-09-19
2670,1292,$49.99,Refunded,2023-07-30,
2671,1324,€18.50,Success,2023-11-01,2023-01-15
2672,1421,49.99 USD,Failed,2023-11-17,2023-09-27
2673,1492,€18.50,Success,2023-12-05,2023-06-16
2674,1040,€18.50,Success,2023-09-14,2023-03-04
2675,1317,€18.50,Refunded,2023-06-17,2023-09-18
2676,1315,$19.99,Failed,2023-12-03,2023-05-01
2677,1380,$19.99,Refunded,2023-01-21,2023-12-12
2678,1110,19.99 USD,Refunded,2023-03-27,
2679,1013,$49.99,Success,2023-01-15,2023-04-17
2680,1230,49.99 USD,Failed,2023-02-19,2023-06-29
2681,1472,$49.99,Success,2023-10-31,2023-01-16
2682,1083,$49.99,Success,2023-11-01,2023-12-21
2683,1129,19.99 USD,Success,2023-07-15,2023-11-05
2684,1230,$49.99,Success,2023-12-30,2023-08-03
2685,1325,€18.50,Refunded,2023-10-28,2023-03-18
2686,1144,19.99 USD,Success,2023-10-15,2023-08-13
2687,1378,€18.50,Refunded,2023-09-02,2023-04-03
2688,1344,19.99 USD,Success,2023-12-19,2023-06-30
2689,1027,$49.99,Success,2023-07-20,2023-06-23
2690,1065,€18.50,Success,2023-07-12,2023-12-20
2691,1162,€18.50,Success,2023-12-02,2023-12-20
2692,1228,€18.50,Failed,2023-05-26,2023-08-07
2693,1260,19.99 USD,Success,2023-11-06,2023-05-23
2694,1448,€18.50,Success,2023-05-07,2023-11-11
2695,1423,$49.99,Success,2023-06-24,2023-10-09
2696,1459,€18.50,Success,2023-05-14,2023-09-16
2697,1439,49.99 USD,Success,2023-03-07,2023-12-22
2698,1163,€18.50,Success,2023-12-31,2023-02-16
2699,1300,49.99 USD,Failed,2023-10-06,2023-01-05
2700,1406,,Success,2023-09-03,2023-03-03
2701,1302,$49.99,Refunded,2023-12-29,2023-03-25
2702,1286,€18.50,Success,2023-08-25,2023-05-13
2703,1394,€18.50,Success,2023-06-20,2023-12-02
2704,1009,19.99 USD,Failed,2023-02-20,
2705,1194,€18.50,Success,2023-11-24,2023-10-08
2706,1117,€18.50,Success,2023-12-25,2023-02-13
2707,1269,€18.50,Success,2023-06-02,2023-06-02
2708,1079,$49.99,Success,2023-03-21,
2709,1457,€18.50,Success,2023-05-25,2023-12-08
2710,1092,$49.99,Failed,2023-10-01,2023-06-20
2711,1265,$49.99,Refunded,2023-06-04,
2712,1331,€18.50,Failed,2023-12-03,
2713,1349,$19.99,Success,2023-12-29,2023-12-24
2714,1360,€18.50,Success,2023-11-21,2023-01-20
2715,1256,49.99 USD,Failed,2023-12-02,2023-08-02
2716,1132,$49.99,Refunded,2023-05-23,2023-03-20
2717,1275,$49.99,Success,2023-10-25,2023-05-19
2718,1263,$19.99,Failed,2023-02-03,2023-04-08
2719,1170,49.99 USD,Failed,2023-10-31,2023-06-01
2720,1459,19.99 USD,Failed,2023-08-27,2023-07-17
2721,1000,$19.99,Failed,2023-05-18,2023-09-30
2722,1312,49.99 USD,Success,2023-09-11,2023-06-05
2723,1063,,Refunded,2023-01-05,2023-02-19
2724,1373,$49.99,Refunded,2023-06-25,2023-08-16
2725,1467,€18.50,Success,2023-08-02,2023-01-10
2726,1283,$19.99,Success,2023-12-30,2023-05-29
2727,1120,19.99 USD,Success,2023-01-23,2023-02-27
2728,1106,€18.50,Success,2023-11-14,2023-06-11
2729,1420,49.99 USD,Success,2023-01-13,2023-12-17
2730,1174,$19.99,Failed,2023-08-29,2023-04-17
2731,1484,$19.99,Success,2023-10-03,2023-10-16
2732,1203,,Success,2023-04-02,2023-07-05
2733,1164,€18.50,Success,2023-04-18,2023-02-15
2734,1304,$19.99,Success,2023-08-17,2023-05-09
2735,1496,$19.99,Success,2023-06-01,2023-11-14
2736,1119,€18.50,Success,2023-04-18,2023-03-28
2737,1043,19.99 USD,Success,2023-10-16,2023-09-06
2738,1311,49.99 USD,Refunded,2023-06-25,
2739,1155,49.99 USD,Success,2023-11-16,2023-09-14
2740,1366,$19.99,Success,2023-10-13,2023-10-04
2741,1206,€18.50,Success,2023-12-30,2023-10-05
2742,1389,$19.99,Failed,2023-11-25,2023-01-04
2743,1107,€18.50,Success,2023-12-31,2023-03-06
2744,1250,49.99 USD,Success,2023-08-29,
2745,1444,$49.99,Refunded,2023-05-25,2023-03-04
2746,1403,€18.50,Success,2023-12-22,2023-05-23
2747,1369,$19.99,Success,2023-01-14,2023-09-01
2748,1333,19.99 USD,Success,2023-10-02,2023-10-19
2749,1129,49.99 USD,Failed,2023-03-12,2023-10-12
2750,1456,$49.99,Success,2023-11-11,
2751,1292,€18.50,Success,2023-07-14,2023-06-23
2752,1019,49.99 USD,Failed,2023-12-19,2023-11-21
2753,1281,€18.50,Success,2023-10-27,2023-04-21
2754,1284,19.99 USD,Failed,2023-01-11,2023-06-24
2755,1000,€18.50,Success,2023-04-16,2023-06-02
2756,1118,€18.50,Success,2023-09-15,2023-12-22
2757,1034,$19.99,Success,2023-07-15,2023-08-05
2758,1197,,Failed,2023-05-25,
2759,1484,€18.50,Refunded,2023-08-08,2023-08-28
2760,1244,€18.50,Failed,2023-12-16,2023-08-14
2761,1058,$19.99,Refunded,2023-06-23,2023-07-05
2762,1324,€18.50,Success,2023-08-04,2023-02-17
2763,1160,€18.50,Success,2023-04-03,
2764,1496,$19.99,Refunded,2023-09-17,2023-06-06
2765,1178,€18.50,Success,2023-03-04,2023-08-13
2766,1205,49.99 USD,Failed,2023-01-29,2023-05-24
2767,1011,$19.99,Success,2023-10-02,2023-04-21
2768,1489,19.99 USD,Refunded,2023-12-13,2023-11-14
2769,1275,€18.50,Failed,2023-10-12,2023-12-29
2770,1180,19.99 USD,Success,2023-03-11,2023-12-28
2771,1241,49.99 USD,Failed,2023-10-06,2023-05-12
2772,1215,49.99 USD,Success,2023-08-19,2023-04-23
2773,1250,$49.99,Success,2023-10-29,2023-11-20
2774,1298,$49.99,Success,2023-09-12,
2775,1125,$49.99,Failed,2023-06-21,2023-06-10
2776,1481,$19.99,Success,2023-06-29,2023-11-30
2777,1216,€18.50,Success,2023-09-21,2023-03-16
2778,1305,49.99 USD,Failed,2023-07-02,2023-10-08
2779,1284,19.99 USD,Failed,2023-11-18,2023-01-07
2780,1184,19.99 USD,Success,2023-07-24,2023-04-23
2781,1038,19.99 USD,Success,2023-09-06,2023-02-05
2782,1222,19.99 USD,Success,2023-08-01,2023-09-23
2783,1183,$49.99,Success,2023-06-08,2023-04-23
2784,1494,19.99 USD,Failed,2023-04-10,2023-10-19
2785,1426,,Success,2023-11-13,2023-08-11
2786,1177,$49.99,Success,2023-04-22,2023-07-30
2787,1406,19.99 USD,Refunded,2023-11-04,2023-01-18
2788,1427,$19.99,Success,2023-06-15,2023-08-29
2789,1293,€18.50,Success,2023-02-05,2023-05-14
2790,1339,€18.50,Success,2023-04-22,2023-08-08
2791,1150,€18.50,Success,2023-03-28,2023-04-12
2792,1383,$49.99,Success,2023-07-02,2023-05-20
2793,1125,19.99 USD,Failed,2023-03-26,2023-06-18
2794,1300,49.99 USD,Success,2023-09-26,2023-07-10
2795,1307,49.99 USD,Success,2023-06-14,2023-01-25
2796,1335,49.99 USD,Success,2023-10-30,
2797,1433,$49.99,Failed,2023-03-31,2023-12-09
2798,1233,€18.50,Success,2023-08-26,2023-11-25
2799,1379,$19.99,Success,2023-01-22,2023-01-06
2800,1374,$19.99,Success,2023-06-16,2023-07-13
2801,1007,€18.50,Refunded,2023-08-03,2023-08-18
2802,1497,€18.50,Refunded,2023-02-27,2023-05-17
2803,1340,49.99 USD,Success,2023-01-30,2023-11-19
2804,1128,49.99 USD,Success,2023-04-16,
2805,1263,€18.50,Failed,2023-11-26,2023-12-15
2806,1156,19.99 USD,Success,2023-06-16,2023-12-30
2807,1351,€18.50,Refunded,2023-12-16,2023-07-02
2808,1357,€18.50,Success,2023-06-03,
2809,1004,€18.50,Success,2023-11-23,2023-10-09
2810,1494,€18.50,Success,2023-01-07,2023-02-07
2811,1085,€18.50,Refunded,2023-07-16,2023-06-12
2812,1174,$19.99,Failed,2023-11-17,2023-05-22
2813,1289,€18.50,Success,2023-02-15,2023-09-05
2814,1192,€18.50,Success,2023-01-18,2023-04-13
2815,1310,€18.50,Success,2023-06-02,
2816,1118,€18.50,Failed,2023-09-21,2023-07-19
2817,1217,$49.99,Success,2023-03-15,2023-02-11
2818,1426,49.99 USD,Refunded,2023-05-25,2023-05-27
2819,1457,$19.99,Refunded,2023-04-12,2023-03-07
2820,1413,$49.99,Failed,2023-12-01,2023-07-12
2821,1113,19.99 USD,Refunded,2023-12-01,
2822,1465,€18.50,Success,2023-05-01,2023-02-07
2823,1144,19.99 USD,Failed,2023-06-25,2023-05-21
2824,1025,€18.50,Refunded,2023-03-04,2023-04-16
2825,1135,49.99 USD,Success,2023-10-23,2023-06-01
2826,1302,$49.99,Refunded,2023-03-25,2023-12-18
2827,1231,49.99 USD,Success,2023-01-15,
2828,1368,€18.50,Success,2023-12-21,
2829,1075,49.99 USD,Success,2023-05-14,2023-04-07
2830,1474,49.99 USD,Refunded,2023-05-01,2023-04-18
2831,1327,€18.50,Success,2023-11-15,2023-04-29
2832,1344,€18.50,Refunded,2023-05-08,2023-05-31
2833,1301,€18.50,Success,2023-10-15,2023-03-15
2834,1451,$49.99,Success,2023-10-28,2023-02-26
2835,1288,49.99 USD,Success,2023-06-29,2023-12-01
2836,1000,€18.50,Refunded,2023-03-23,2023-09-09
2837,1146,49.99 USD,Success,2023-01-13,2023-10-19
2838,1286,$49.99,Success,2023-01-24,2023-11-09
2839,1463,19.99 USD,Success,2023-06-17,2023-09-12
2840,1141,$49.99,Success,2023-09-27,2023-09-11
2841,1052,$19.99,Success,2023-03-11,2023-09-16
2842,1303,$19.99,Success,2023-11-14,2023-09-27
2843,1068,$19.99,Success,2023-03-30,2023-02-03
2844,1360,49.99 USD,Refunded,2023-07-08,2023-11-22
2845,1089,€18.50,Failed,2023-09-14,2023-11-21
2846,1445,€18.50,Success,2023-08-05,2023-08-26
2847,1219,€18.50,Success,2023-02-01,2023-06-28
2848,1449,49.99 USD,Failed,2023-05-21,2023-04-14
2849,1497,$49.99,Success,2023-06-10,2023-01-29
2850,1191,,Success,2023-02-01,2023-08-15
2851,1453,19.99 USD,Success,2023-11-08,
2852,1062,$19.99,Failed,2023-06-01,
2853,1072,$49.99,Success,2023-12-13,2023-12-16
2854,1160,$19.99,Success,2023-09-17,
2855,1168,€18.50,Refunded,2023-08-04,2023-04-27
2856,1088,$49.99,Success,2023-10-06,2023-07-26
2857,1175,€18.50,Success,2023-10-12,2023-07-04
2858,1268,19.99 USD,Success,2023-04-08,2023-05-18
2859,1072,€18.50,Success,2023-01-30,2023-11-19
2860,1244,,Success,2023-03-31,2023-06-13
2861,1076,19.99 USD,Success,2023-05-28,2023-03-16
2862,1158,19.99 USD,Success,2023-05-24,2023-08-21
2863,1488,,Success,2023-03-08,2023-10-11
2864,1458,€18.50,Refunded,2023-12-23,
2865,1323,49.99 USD,Success,2023-02-27,2023-01-09
2866,1097,€18.50,Success,2023-10-08,2023-07-22
2867,1380,$19.99,Failed,2023-10-06,2023-11-01
2868,1101,$49.99,Failed,2023-08-24,2023-04-01
2869,1493,$49.99,Success,2023-12-19,
2870,1131,$19.99,Success,2023-05-08,2023-05-30
2871,1101,$49.99,Success,2023-12-03,2023-12-26
2872,1018,19.99 USD,Failed,2023-07-28,2023-06-25
2873,1453,$49.99,Success,2023-07-05,2023-02-02
2874,1481,$49.99,Success,2023-06-18,2023-07-03
2875,1081,$19.99,Success,2023-06-21,2023-06-06
2876,1396,€18.50,Success,2023-09-17,2023-02-22
2877,1488,$49.99,Success,2023-07-24,2023-10-23
2878,1278,49.99 USD,Refunded,2023-05-15,2023-07-21
2879,1338,$49.99,Success,2023-02-15,2023-10-01
2880,1364,€18.50,Success,2023-01-09,2023-06-24
2881,1330,$19.99,Success,2023-06-10,
2882,1128,€18.50,Success,2023-10-16,2023-09-26
2883,1343,$19.99,Refunded,2023-12-06,2023-03-15
2884,1309,19.99 USD,Refunded,2023-11-17,2023-04-06
2885,1454,$19.99,Success,2023-04-16,2023-12-27
2886,1088,19.99 USD,Failed,2023-10-17,2023-06-22
2887,1212,19.99 USD,Success,2023-12-07,2023-06-04
2888,1142,$19.99,Success,2023-03-29,2023-07-02
2889,1064,49.99 USD,Refunded,2023-07-11,2023-11-19
2890,1075,€18.50,Refunded,2023-06-02,2023-10-16
2891,1198,$19.99,Success,2023-11-07,
2892,1142,$49.99,Failed,2023-05-17,2023-03-16
2893,1404,49.99 USD,Success,2023-09-30,2023-06-23
2894,1402,49.99 USD,Failed,2023-05-29,2023-11-26
2895,1315,$49.99,Success,2023-07-07,2023-08-19
2896,1092,€18.50,Success,2023-05-21,
2897,1472,49.99 USD,Refunded,2023-05-11,2023-06-10
2898,1416,19.99 USD,Success,2023-01-04,2023-07-05
2899,1304,€18.50,Success,2023-09-20,
2900,1223,$49.99,Success,2023-01-26,2023-10-09
2901,1496,€18.50,Refunded,2023-01-24,2023-05-08
2902,1290,$19.99,Refunded,2023-09-23,2023-06-15
2903,1427,€18.50,Success,2023-08-17,2023-01-27
2904,1101,19.99 USD,Success,2023-09-26,2023-09-03
2905,1473,$19.99,Success,2023-05-05,2023-05-15
2906,1266,€18.50,Success,2023-06-21,2023-07-21
2907,1354,$49.99,Success,2023-08-22,2023-01-21
2908,1455,$49.99,Refunded,2023-10-22,2023-03-20
2909,1109,€18.50,Refunded,2023-10-02,
2910,1461,49.99 USD,Success,2023-03-17,2023-04-04
2911,1329,$19.99,Refunded,2023-11-04,2023-01-08
2912,1449,€18.50,Success,2023-08-02,2023-12-05
2913,1429,$19.99,Success,2023-06-07,2023-09-16
2914,1264,$49.99,Success,2023-10-29,2023-02-24
2915,1002,$19.99,Success,2023-07-23,2023-02-05
2916,1084,€18.50,Success,2023-05-29,2023-01-06
2917,1281,49.99 USD,Success,2023-03-16,2023-02-11
2918,1327,€18.50,Failed,2023-08-17,2023-02-19
2919,1303,19.99 USD,Refunded,2023-10-31,2023-04-22
2920,1449,$19.99,Refunded,2023-03-03,2023-05-26
2921,1453,19.99 USD,Failed,2023-02-27,2023-08-18
2922,1411,$49.99,Failed,2023-10-01,2023-07-30
2923,1116,€18.50,Success,2023-04-18,2023-11-02
2924,1220,€18.50,Failed,2023-07-06,2023-01-30
2925,1153,$19.99,Success,2023-08-17,2023-10-22
2926,1152,,Success,2023-02-17,2023-04-26
2927,1011,€18.50,Success,2023-11-15,
2928,1132,$19.99,Failed,2023-09-25,2023-02-28
2929,1481,$19.99,Refunded,2023-08-03,2023-03-17
2930,1303,19.99 USD,Success,2023-10-17,2023-08-04
2931,1292,€18.50,Refunded,2023-09-11,2023-05-12
2932,1462,$19.99,Success,2023-12-24,
2933,1299,19.99 USD,Refunded,2023-03-28,2023-03-22
2934,1227,€18.50,Success,2023-06-30,2023-11-01
2935,1270,19.99 USD,Refunded,2023-01-25,2023-03-08
2936,1042,19.99 USD,Success,2023-08-10,2023-08-18
2937,1431,$19.99,Success,2023-02-18,2023-11-29
2938,1342,$49.99,Success,2023-11-30,2023-10-04
2939,1325,$49.99,Success,2023-06-24,2023-12-27
2940,1301,49.99 USD,Success,2023-11-07,2023-03-13
2941,1497,,Success,2023-10-01,2023-07-28
2942,1363,19.99 USD,Success,2023-02-04,2023-09-29
2943,1378,49.99 USD,Success,2023-08-05,2023-05-24
2944,1426,$19.99,Success,2023-07-28,2023-09-08
2945,1492,€18.50,Failed,2023-06-09,2023-10-11
2946,1020,19.99 USD,Refunded,2023-01-07,2023-06-28
2947,1406,19.99 USD,Success,2023-09-26,2023-03-21
2948,1106,49.99 USD,Refunded,2023-05-06,2023-02-26
2949,1335,$19.99,Refunded,2023-11-21,2023-11-04
2950,1302,€18.50,Refunded,2023-12-22,
2951,1116,19.99 USD,Success,2023-03-31,2023-08-26
2952,1123,€18.50,Refunded,2023-02-11,2023-06-15
2953,1398,€18.50,Failed,2023-12-31,2023-03-25
2954,1280,$49.99,Success,2023-06-08,2023-02-17
2955,1291,$19.99,Success,2023-07-21,
2956,1202,€18.50,Success,2023-10-09,2023-06-18
2957,1050,$19.99,Success,2023-11-28,2023-12-20
2958,1270,$49.99,Success,2023-10-15,2023-12-15
2959,1323,$19.99,Success,2023-04-01,2023-03-08
2960,1276,19.99 USD,Refunded,2023-05-05,2023-11-26
2961,1140,€18.50,Refunded,2023-05-06,2023-12-06
2962,1469,$19.99,Success,2023-02-21,2023-07-13
2963,1274,€18.50,Refunded,2023-04-13,2023-06-04
2964,1289,$19.99,Refunded,2023-12-27,2023-06-09
2965,1333,€18.50,Refunded,2023-07-06,2023-07-03
2966,1380,$49.99,Success,2023-07-24,2023-09-23
2967,1451,$49.99,Success,2023-01-14,2023-06-17
2968,1495,€18.50,Failed,2023-04-14,2023-05-25
2969,1372,19.99 USD,Failed,2023-04-27,2023-07-05
2970,1051,19.99 USD,Failed,2023-10-31,2023-12-19
2971,1493,$49.99,Failed,2023-04-03,2023-09-19
2972,1026,$49.99,Success,2023-05-24,2023-10-01
2973,1156,€18.50,Success,2023-04-20,2023-11-24
2974,1238,19.99 USD,Failed,2023-06-12,2023-12-11
2975,1155,$49.99,Failed,2023-02-22,2023-08-11
2976,1290,19.99 USD,Success,2023-01-03,2023-02-11
2977,1135,$49.99,Success,2023-03-09,2023-01-04
2978,1143,$19.99,Success,2023-09-03,2023-10-03
2979,1105,€18.50,Success,2023-05-18,2023-10-11
2980,1419,49.99 USD,Refunded,2023-11-04,2023-07-12
2981,1157,,Success,2023-12-18,2023-04-14
2982,1145,,Success,2023-10-14,2023-09-04
2983,1001,$49.99,Failed,2023-03-07,2023-10-27
2984,1432,€18.50,Failed,2023-12-13,2023-01-23
2985,1076,€18.50,Success,2023-11-21,2023-10-30
2986,1131,$49.99,Success,2023-06-04,2023-01-13
2987,1089,$49.99,Failed,2023-03-28,2023-05-24
2988,1344,19.99 USD,Failed,2023-02-02,2023-08-06
2989,1349,$49.99,Refunded,2023-03-09,2023-07-02
2990,1458,€18.50,Success,2023-07-06,2023-12-17
2991,1262,$49.99,Failed,2023-07-11,2023-08-30
2992,1350,€18.50,Success,2023-08-01,2023-07-12
2993,1107,$49.99,Success,2023-03-29,2023-09-29
2994,1073,19.99 USD,Refunded,2023-12-17,2023-06-14
2995,1038,€18.50,Success,2023-04-18,2023-06-29
2996,1396,$19.99,Refunded,2023-08-28,2023-04-27
2997,1158,€18.50,Success,2023-08-04,2023-09-23
2998,1070,19.99 USD,Failed,2023-06-26,2023-02-07
2999,1446,49.99 USD,Success,2023-02-22,2023-02-13
3000,1311,€18.50,Success,2023-11-26,
3001,1240,$49.99,Success,2023-02-18,2023-03-15
3002,1425,$49.99,Success,2023-04-24,2023-08-14
3003,1444,49.99 USD,Refunded,2023-04-05,2023-11-03
3004,1297,19.99 USD,Success,2023-01-25,2023-11-04
3005,1439,€18.50,Success,2023-05-12,2023-12-14
3006,1035,$49.99,Refunded,2023-06-28,2023-11-11
3007,1083,$19.99,Success,2023-05-25,2023-01-13
